<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.04.30	1.08654	1.09329	1.06996	1.07011	470238	351127403337	0
2017.05.07	1.07194	1.08039	1.06078	1.07507	519183	385772749866	0
2017.05.14	1.07640	1.08184	1.06899	1.07584	560263	409946310577	0
2017.05.21	1.07426	1.07625	1.05225	1.05317	494582	347214437564	0
2017.05.28	1.05239	1.05692	1.03884	1.03967	453883	306080700857	0
2017.06.04	1.04031	1.05139	1.03948	1.04313	470591	0	34
2017.06.11	1.04386	1.05486	1.04038	1.04889	493513	0	48
2017.06.18	1.04943	1.05189	1.03647	1.03696	411032	0	34
2017.06.25	1.03783	1.05329	1.03730	1.04783	470196	0	39
2017.07.02	1.04728	1.05497	1.03940	1.04245	423716	0	34
2017.07.09	1.04323	1.06645	1.04098	1.06447	418852	0	51
2017.07.16	1.06482	1.08429	1.06065	1.06065	585342	0	35
2017.07.23	1.06083	1.07112	1.06053	1.06253	644339	0	46
2017.07.30	1.06216	1.07447	1.05881	1.06884	555902	0	35
2017.08.06	1.06915	1.08593	1.06862	1.07749	519213	0	34
2017.08.13	1.07896	1.08763	1.07445	1.08243	492094	0	45
2017.08.20	1.08344	1.09702	1.08194	1.09465	511240	0	51
2017.08.27	1.09316	1.11392	1.09251	1.11291	582362	0	41
2017.09.03	1.11111	1.11420	1.10224	1.10770	621177	0	34
2017.09.10	1.10786	1.11326	1.09528	1.09704	569750	880350000	0
2017.09.17	1.09844	1.09856	1.08242	1.08436	541963	0	0
2017.09.24	1.08841	1.09783	1.08303	1.08603	538347	0	0
2017.10.01	1.08546	1.09934	1.08523	1.09442	389932	0	0
2017.10.08	1.09962	1.10238	1.09458	1.09541	408481	0	0
2017.10.15	1.09880	1.12533	1.08732	1.12215	490793	0	0
2017.10.22	1.12475	1.12898	1.11412	1.11568	486085	0	0
2017.10.29	1.11460	1.12299	1.10430	1.10713	456620	0	0
2017.11.05	1.10516	1.11265	1.10094	1.10306	454452	0	0
