<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.07.22	1.01353	1.02303	1.00299	1.00308	307067	0	5
2012.07.29	1.00429	1.00833	0.99789	1.00120	298608	0	3
2012.08.05	1.00119	1.00194	0.99050	0.99088	272838	0	3
2012.08.12	0.99101	0.99404	0.98587	0.98901	229770	0	5
2012.08.19	0.98851	0.99477	0.98415	0.99215	224842	0	3
2012.08.26	0.99166	0.99308	0.98417	0.98609	202526	0	3
2012.09.02	0.98662	0.99183	0.97645	0.97858	239747	0	4
2012.09.09	0.97756	0.97876	0.96319	0.97133	219980	0	5
2012.09.16	0.97018	0.98155	0.96923	0.97622	224195	0	5
2012.09.23	0.97641	0.98589	0.97557	0.98363	237906	0	3
2012.09.30	0.98399	0.98839	0.97343	0.97852	231669	0	5
2012.10.07	0.97809	0.98336	0.97431	0.98003	212103	0	3
2012.10.14	0.97867	0.99382	0.97633	0.99350	201694	0	5
2012.10.21	0.99423	0.99927	0.98879	0.99684	206292	0	5
2012.10.28	0.99934	1.00177	0.99207	0.99571	253636	0	3
2012.11.04	0.99570	1.00327	0.98736	1.00154	407135	0	5
2012.11.11	1.00038	1.00552	0.99843	1.00112	337386	0	3
2012.11.18	1.00109	1.00165	0.99143	0.99271	314131	0	3
2012.11.25	0.99243	0.99602	0.99046	0.99417	319581	0	4
2012.12.02	0.99378	0.99535	0.98754	0.98826	294773	0	4
2012.12.09	0.98711	0.98877	0.98239	0.98544	297705	0	4
2012.12.16	0.98561	0.99525	0.98312	0.99309	306442	0	4
2012.12.23	0.99326	0.99700	0.99075	0.99678	194220	0	4
2012.12.30	0.99532	0.99698	0.98360	0.98708	250283	0	5
2013.01.06	0.98613	0.98844	0.98151	0.98472	340294	0	5
2013.01.13	0.98443	0.99461	0.98306	0.99147	382614	0	5
2013.01.20	0.99213	1.00996	0.99026	1.00565	361037	0	5
2013.01.27	1.00664	1.00997	0.99565	0.99633	358305	0	5
2013.02.03	0.99657	1.00348	0.99318	1.00197	339851	0	5
2013.02.10	1.00300	1.00875	0.99988	1.00619	308182	0	1
2013.02.17	1.00752	1.02559	1.00568	1.02119	322219	0	3
2013.02.24	1.02199	1.03414	1.02163	1.02657	384030	0	3
2013.03.03	1.02730	1.03366	1.02340	1.02814	83300	0	3
2013.03.10	1.02869	1.02947	1.01805	1.01935	110221	0	1
2013.03.17	1.02256	1.02837	1.01994	1.02320	118320	0	1
2013.03.24	1.02323	1.02323	1.01445	1.01690	105605	0	1
2013.03.31	1.01671	1.02355	1.01037	1.01748	105554	0	1
2013.04.07	1.01670	1.02137	1.00828	1.01313	110219	0	1
2013.04.14	1.01409	1.02928	1.01329	1.02639	158257	0	5
2013.04.21	1.02559	1.02852	1.01572	1.01625	127223	0	5
